nom_methode_dpe;version_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;annee_construction;surface_thermique_lot;latitude;longitude;tr001_modele_dpe_type_libelle;tr002_type_batiment_description;code_insee_commune_actualise;tv016_departement_code;geo_adresse;geo_score
3CL - DPE;V2012;23/05/2013;97,81;C;22,89;D;1947;95;47,087848;2,393031;Vente;Logement;18033;18;16 Avenue Jean JaurÇs 18000 Bourges;0,97
MÇthode Facture;;04/06/2013;0;N;0;N;1947;219,64;;;Vente;Maison Individuelle;20000;2A;;0
MÇthode Facture;;14/05/2013;206;D;6;B;1947;211;;;Vente;Maison Individuelle;50120;50;;0
FACTURE;VERSION_2012;06/06/2013;265,22;E;8,63;B;1940;45;46,853939;3,18219;Location;Maison Individuelle;58260;58;6 Rue des Places 58490 Saint-Parize-le-ChÉtel;0,95
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;118;C;27;D;1948;190;;;Vente;Maison Individuelle;17000;17;;0
MÇthode Facture;;02/05/2013;185;D;42;E;1;73;45,797895;4,41063;Vente;Logement;69120;69;Chemin des Cotes 69770 Longessaigne;0,59
3CL - DPE;V2012;27/05/2013;378,02;F;22,27;D;1974;92;45,296772;4,788332;Location;Maison Individuelle;07174;07;12 Rue d?Orange 07340 Peyraud;0,35
FACTURE - DPE;V2012;07/05/2013;308,13;E;5,46;A;1948;143,66;49,42142;3,725953;Vente;Maison Individuelle;02764;02;7 rue du jeu de quilles 02160 Vassogne;0,78
MÇthode 3CL;3CL-DPE, version 1.3;17/06/2013;239;E;10;B;1983;107;;;Vente;Maison Individuelle;04700;04;;0
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;197;D;46;E;1948;107;48,2733792;4,0996995;Vente;Logement;67860;67;Rue de l'Hìtel de Ville (Pont) Saint-Julien-les-Villas;0,72
3CL - DPE;V2012;11/06/2013;127,07;C;34,82;D;1910;85;50,6304695;3,0709671;Location;Logement;32039;32;Hìtel de Ville Lille;0,92
MÇthode 3CL;3CL-DPE, version 1.3;28/05/2013;119;C;28;D;1989;66,08;;;Vente;Logement;73490;73;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;179;D;42;E;1948;224;;;Vente;Maison Individuelle;85400;85;;0
3CL - DPE;V2012;26/05/2013;213;D;11;C;1974;75;;;Location;Maison Individuelle;nc;03;;0
3CL - DPE;V2012;07/05/2013;143,35;C;33,54;D;2000;130;46,339578;-0,440905;Vente;Maison Individuelle;79191;79;1 Rue Alexandre Dumas 79000 Niort;0,48
facture;1.3;19/06/2013;119,83;C;3,9;A;1974;240;47,820653;5,375017;Vente;Maison Individuelle;52036;52;8 Rue de Saint Moile 52200 Saints-Geosmes;0,62
3CL - DPE;V2012;14/05/2013;159,96;D;9,91;B;1983;95;48,25878;6,443224;Vente;Maison Individuelle;88204;88;1 AllÇe des Grives 88150 Thaon-les-Vosges;0,95
3CL - DPE;V2012;16/05/2013;287,42;E;16,4;C;1970;116,97;44,002416;4,88115;Vente;Maison Individuelle;84129;84;17 Rue du General Arnault 84700 Sorgues;0,97
MÇthode 3CL;3CL-DPE, version 1.3;31/05/2013;395;F;23;D;1975;83,69;43,538076;2,262652;Location;Maison Individuelle;81120;81;10 Rue de la Tuilerie 81290 Labruguiäre;0,62
MÇthode 3CL;3CL-DPE, version 1.3;21/05/2013;220;D;33;D;1948;140;;;Vente;Maison Individuelle;25500;25;;0
FACTURE - DPE;V2012;24/06/2013;221;D;34,39;D;1974;66;;;Vente;Logement;46241;46;;0
MÇthode Facture;;22/05/2013;304;E;77;F;1947;193,67;;;Vente;Maison Individuelle;26300;26;;0
3CL - DPE;V2012;24/05/2013;326,97;E;98,09;G;1970;95;47,097179;5,559835;Vente;Maison Individuelle;39220;39;9 Rue du Temple 39700 Falletans;0,95
FACTURE;VERSION_2012;28/06/2013;123,42;C;37,02;E;1900;200;;;Vente;Maison Individuelle;15025;15;;0
FACTURE - DPE;V2012;17/05/2013;124,83;N;4,06;N;1948;33,75;49,661306;3,365982;Vente;Logement;02304;02;6 Rue de la LibÇration 02800 La Färe;0,95
MÇthode Facture;;12/06/2013;0;N;0;N;1947;130;;;Vente;Maison Individuelle;32400;32;;0
MÇthode Facture;;21/05/2013;0;N;0;N;1947;78;43,662713;-0,802787;Vente;Maison Individuelle;40090;40;78 Route de Caupenne 40360 Donzacq;0,48
3CL - DPE;V2012;12/05/2013;316,01;E;18,97;C;2005;85;47,356105;-3,224501;Vente;Maison Individuelle;56241;56;Borgroix 56360 Sauzon;0,47
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;350;F;105;G;1948;118,86;;;Vente;Maison Individuelle;80000;80;;0
TROIS_CL_DPE;VERSION_2012;23/05/2013;238,42;E;10,96;B;1983;109,5;47,369041;2,194268;Location;Maison Individuelle;18159;18;Route de Souesmes 18330 Nanáay;0,33
3CL - DPE;V2012;16/05/2013;193,79;D;45,35;E;1900;89;43,974358;4,900932;Vente;Maison Individuelle;84141;84;104 Rue des Fräres Lumiäre 84270 Vedäne;0,93
3CL - DPE;V2012;28/05/2013;101,01;C;30,3;D;2002;130,17;48,963501;6,288549;Vente;Maison Individuelle;57655;57;39 Rue de la Louviäre 57420 Solgne;0,95
FACTURE;VERSION_2012;14/05/2013;0;A;0;A;1900;78;50,405136;2,834659;Location;Maison Individuelle;62065;62;41 Rue Lavoisier 62210 Avion;0,97
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;306;E;16;C;1989;50,2;48,614717;1,975478;Location;Logement;78120;78;rue les grands pres 78830 Bullion;0,31
TROIS_CL_DPE;VERSION_2012;21/05/2013;136,87;C;32,02;D;2003;126;47,637556;7,527442;Vente;Maison Individuelle;68286;68;Rue du Canal 68128 Rosenau;0,76
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;0;N;0;N;2011;29,16;;;Location;Maison Individuelle;20167;2A;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;328;E;15;C;1978;83,5;;;Vente;Maison Individuelle;45560;45;;0
3CL - DPE;V2012;06/06/2013;164;D;49;E;1974;95,6;47,509747;3,514426;Vente;Maison Individuelle;58282;58;14 Rue Landon 58500 Surgy;0,95
TROIS_CL_DPE;VERSION_2012;16/05/2013;111,64;C;26,12;D;2012;91,18;;;Location;Maison Individuelle;38024;38;;0
MÇthode Facture;;21/05/2013;125;C;23;D;1947;131;;;Vente;Maison Individuelle;87400;87;;0
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;181;D;9;B;1975;63,53;;;Vente;Logement;13700;13;;0
MÇthode Facture;;23/05/2013;0;N;0;N;1947;54,76;;;Location;Logement;54000;54;;0
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;129;C;30;D;2006;83;48,76053;7,348598;Vente;Logement;67117;67;3 Moulin de Champagne 67700 Eckartswiller;0,35
MÇthode Facture;;07/06/2013;283;E;66;F;1947;123,4;49,344468;4,376433;Vente;Maison Individuelle;08320;08;2 Rue du Moulin 08310 La Neuville-en-Tourne-Ö-Fuy;0,95
FACTURE - DPE;V2012;20/05/2013;154,39;D;23,62;D;1974;53,94;47,314741;5,108661;Vente;Logement;21515;21;1 Rue Pasteur 21800 Quetigny;0,96
MÇthode 3CL;3CL-DPE, version 1.3;12/06/2013;211;D;57;F;1948;106;48,813785;5,087006;Vente;Maison Individuelle;55366;55;26 Rue Haute 55000 Val-d'Ornain;0,95
MÇthode 3CL;3CL-DPE, version 1.3;24/05/2013;328;E;15;C;1989;31,5;;;Location;Maison Individuelle;53600;53;;0
MÇthode 3CL;3CL-DPE, version 1.3;24/05/2013;353;F;82;G;1948;66,87;47,958422;5,906761;Vente;Maison Individuelle;88220;88;Rue de l'Eglise 88410 Grignoncourt;0,35
3CL - DPE;V2012;06/05/2013;304,5;E;15;C;2009;44,52;48,620068;2,271552;Location;Logement;91333;91;3 Impasse des Lilas 91310 Leuville-sur-Orge;0,53
3CL - DPE;2012;22/05/2013;143;C;24;D;2005;135;47,459066;-0,538325;Vente;Maison Individuelle;49007;49;15 Rue Dainville 49000 Angers;0,44
FACTURE - DPE;V2012;28/04/2013;90,81;N;2,96;N;1974;67,56;43,675985;7,150752;Vente;Logement;06027;06;Avenue de La Gaude 06800 Cagnes-sur-Mer;0,5
3CL - DPE;V2012;24/07/2013;279,89;E;14,11;C;1996;53,19;;;Vente;Logement;20096;2B;;0
3CL - DPE;V2012;29/05/2013;165,67;D;33,86;D;1979;150;47,603631;6,820077;Vente;Maison Individuelle;90004;90;Rue des Carriäres 90800 ArgiÇsans;0,4
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;300;E;15;C;1975;138;;;Vente;Maison Individuelle;85400;85;;0
TROIS_CL_DPE;VERSION_2012;09/05/2013;201,25;D;36,27;E;2007;103;50,558445;2,874378;Vente;Maison Individuelle;59388;59;176 Rue Ronny Coutteure 59274 Marquillies;0,95
3CL - DPE;V2012;07/05/2013;222,69;D;40,12;E;1900;150,99;45,534951;0,089794;Vente;Maison Individuelle;16263;16;Rue Joubert 16250 Plassac-Rouffiac;0,48
3CL;Version 1.3;10/06/2013;345,68;F;18,35;C;2011;46,1;;;Vente;Logement;63000;09;;0
MÇthode 3CL;3CL-DPE, version 1.3;27/05/2013;230;D;12;C;1978;64,16;;;Vente;Logement;03120;03;;0
FACTURE - DPE;V2012;24/06/2013;247,11;E;35,24;D;1974;66;;;Vente;Logement;46241;46;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;235;E;70;F;1978;199,65;;;Vente;Maison Individuelle;41400;41;;0
FACTURE - DPE;V2012;16/05/2013;0;N;0;N;1948;22,57;48,811338;2,339666;Vente;Maison Individuelle;94037;94;96 Rue Raymond Lefebvre 94250 Gentilly;0,85
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;218;D;51;E;1948;45,77;;;Location;Logement;69350;69;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;298;E;15;C;1991;110;;;Vente;Maison Individuelle;60530;60;;0
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;278;E;15;C;1983;166;;;Vente;Maison Individuelle;44580;44;;0
MÇthode Facture;;24/05/2013;0;N;0;N;1947;84,17;43,539256;2,262094;Vente;Maison Individuelle;81120;81;Boulevard Gambetta 81290 Labruguiäre;0,82
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;125;C;5;A;2001;195;;;Vente;Maison Individuelle;30470;30;;0
MÇthode 3CL;3CL-DPE, version 1.3;10/05/2013;555;G;34;D;1948;26,74;;;Location;Logement;34250;34;;0
3CL - DPE;V2012;16/05/2013;231,81;E;50,06;E;1974;124;49,542006;0,237081;Vente;Maison Individuelle;76616;76;11 Hameau d'ênitot 76290 Saint-Martin-du-Manoir;0,95
FACTURE - DPE;V2012;27/05/2013;74,07;B;17,33;C;2006;3770,92;;;Neuf;Maison Individuelle;72181;72;;0
facture;1.3;19/06/2013;352,96;F;11,49;C;1974;46;48,109954;5,138233;Location;Maison Individuelle;52121;52;24 Rue de la Tour Mongeard 52000 Chaumont;0,96
3CL - DPE;V2012;15/05/2013;228,58;D;10,57;B;2006;110;;;Vente;Maison Individuelle;14608;14;;0
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;196;D;26;D;1989;60,04;46,500989;0,411554;Location;Logement;86180;86;15 Rue du Marchais 86340 NouaillÇ-Maupertuis;0,35
3CL - DPE;V2012;23/05/2013;291;E;9;B;1974;121;;;Vente;Logement;5154;51;;0
3CL - DPE;V2012;01/06/2013;116;C;27;D;2011;128;45,152559;4,134186;Location;Maison Individuelle;43268;43;Rue des Gentianes 43200 Yssingeaux;0,96
MÇthode Facture;;12/05/2013;272;E;63;F;1947;43;;;Location;Logement;92100;92;;0
3CL - DPE;V2012;15/05/2013;243,65;E;13,35;C;1983;129,66;43,329442;-0,50224;Vente;Maison Individuelle;64037;64;1 Impasse Arc En Ciel 64230 Arbus;0,34
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;94;C;28;D;2006;139;48,113499;-1,20639;Vente;Maison Individuelle;35360;35;7 Impasse des Oiseaux 35500 VitrÇ;0,46
MÇthode Facture;;08/07/2013;0;N;0;N;1947;100;;;Vente;Maison Individuelle;48170;48;;0
FACTURE - DPE;V2012;06/06/2013;228,15;D;11,76;C;2013;96,1;;;Neuf;Maison Individuelle;89152;89;;0
MÇthode Facture;;26/04/2013;432;F;14;C;1947;92,53;;;Vente;Logement;42410;42;;0
3CL - DPE;V2012;19/06/2013;0;N;0;N;1920;0;47,700378;6,631542;Vente;Logement;70451;70;1 Rue du Stand 70250 Ronchamp;0,96
MÇthode Facture;;14/05/2013;206;D;6;B;1947;211;;;Vente;Maison Individuelle;50120;50;;0
TROIS_CL_DPE;VERSION_2012;22/05/2013;214,44;D;50,18;E;1960;54,15;;;Vente;Maison Individuelle;61035;61;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;447;F;27;D;1978;74;;;Vente;Maison Individuelle;17290;17;;0
MÇthode 3CL;3CL-DPE, version 1.3;09/06/2013;335;F;16;C;1978;31,31;;;Vente;Logement;05100;05;;0
3CL - DPE;V2012;23/05/2013;355,05;F;88,1;G;1982;97;44,934014;1,327847;Vente;Maison Individuelle;24516;24;les Garrigues 24590 Salignac-Eyvigues;0,95
MÇthode 3CL;3CL-DPE, version 1.3;24/05/2013;333;F;15;C;1948;23,3;;;Location;Logement;65000;65;;0
MÇthode 3CL;3CL-DPE, version 1.3;19/06/2013;272;E;81;G;1975;60,72;44,535797;2,321274;Vente;Logement;12100;12;12 Rue Jean Jauräs 12300 Firmi;0,64
MÇthode Facture;;13/05/2013;186;D;43;E;1930;102;;;Vente;Maison Individuelle;93600;93;;0
3CL - DPE;V2012;16/05/2013;337,53;F;78,98;F;1974;130,7;44,197505;0,625932;Vente;Logement;47001;47;Rue du MarÇchal Lannes 47000 Agen;0,83
3CL - DPE;V2012;10/06/2013;0;N;0;N;1900;36,07;43,832779;5,78434;Vente;Logement;04112;04;1 Place des Ormeaux 04100 Manosque;0,96
MÇthode Facture;;22/05/2013;0;N;0;N;1947;80;;;Vente;Maison Individuelle;28700;28;;0
MÇthode 3CL;3CL-DPE, version 1.3;14/06/2013;415;F;95;G;1948;62;;;Vente;Maison Individuelle;19400;19;;0
MÇthode Facture;;07/05/2013;328;E;76;F;1947;36;48,862554;2,276962;Location;Logement;75116;75;106 Rue de la Tour 75016 Paris;0,98
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;312;E;16;C;1978;55;;;Vente;Logement;22000;22;;0
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;256;E;13;C;2001;85;;;Location;Maison Individuelle;36000;36;;0
MÇthode Facture;;14/05/2013;396;F;71;F;1947;111,5;;;Vente;Maison Individuelle;77580;77;;0
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;221;D;10;B;1989;60;;;Vente;Logement;33000;33;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;351;F;105;G;1948;105;;;Vente;Maison Individuelle;26800;26;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;572;G;32;D;1978;45,45;;;Vente;Logement;74110;74;;0
MÇthode Facture;;20/05/2013;88;B;20;C;1947;82,5;43,056612;1,954807;Location;Logement;11400;11;Place de la Mairie 11230 TrÇziers;0,4
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;223;D;10;B;2010;63,8;;;Vente;Logement;95490;95;;0
MÇthode Facture;;21/05/2013;0;N;0;N;1947;167;;;Vente;Maison Individuelle;07450;07;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;121;C;4;A;1989;104;43,42007;5,914885;Vente;Maison Individuelle;83140;83;Chemin de Canfier 83170 Tourves;0,41
MÇthode 3CL;3CL-DPE, version 1.3;24/05/2013;170;D;8;B;2006;130;;;Vente;Maison Individuelle;71600;71;;0
TROIS_CL_DPE;VERSION_2012;17/05/2013;188,2;D;37,92;E;1972;115,08;48,42306;-4,483738;Vente;Maison Individuelle;29019;29;1 rue Jos Parker 29200 Brest;0,97
3CL - DPE;V2012;07/05/2013;180,41;D;8,85;B;1987;102;42,638569;2,911973;Vente;Maison Individuelle;66227;66;3 Rue Joan Cayrol 66180 Villeneuve-de-la-Raho;0,75
3CL - DPE;V2012;15/04/2013;228,78;D;7,45;B;1947;22,12;43,591465;1,444852;Location;Logement;31555;31;165 Grande-Rue Saint Michel 31400 Toulouse;0,99
3CL - DPE;V2012;30/05/2013;0;N;0;N;1800;59;48,240911;4,321017;Vente;Logement;10238;10;Clos du Frete 10140 Mesnil-Saint-Päre;0,76
3CL - DPE;V2012;28/05/2013;143,33;C;33,54;D;2002;78,5;45,687729;5,910267;Vente;Logement;73008;73;Avenue marie de solms 73100 Aix-les-Bains;0,82
MÇthode Facture;;28/05/2013;0;N;0;N;1947;78,87;;;Vente;Maison Individuelle;25960;25;;0
TROIS_CL_DPE;VERSION_2012;27/05/2013;203,94;D;8,81;B;2008;55,26;47,415174;0,66911;Vente;Logement;37214;37;135 Boulevard Charles de Gaulle 37540 Saint-Cyr-sur-Loire;0,71
TROIS_CL_DPE;VERSION_2012;23/05/2013;138,16;C;29,72;D;1978;120,5;;;Vente;Maison Individuelle;27058;27;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;364;F;22;D;1978;128,84;;;Location;Maison Individuelle;01560;01;;0
3CL;2012;30/05/2013;149,77;C;7,13;B;2009;145;;;CopropriÇtÇ;Maison Individuelle;63119;63;;0
FACTURE;VERSION_2012;06/06/2013;262,38;E;6,84;B;1900;65;;;Location;Logement;82019;82;;0
FACTURE - DPE;V2012;01/07/2013;0;N;0;N;1948;124;46,190022;1,731692;Location;Maison Individuelle;23247;23;10 La Mazeire 23320 Saint-Vaury;0,95
MÇthode Facture;;13/05/2013;201;D;28;D;1947;220;;;Vente;Maison Individuelle;79800;79;;0
FACTURE;VERSION_2012;23/05/2013;0;A;0;A;1900;75;49,01821;1,132728;Vente;Maison Individuelle;27229;27;77 Rue Saint-Germain 27000 êvreux;0,98
3CL - DPE;V2012;20/06/2013;214,49;D;50,19;E;1947;69,4;47,574366;6,753424;Location;Logement;70285;70;36 Rue de Lattre de Tassigny 70400 HÇricourt;0,42
MÇthode Facture;;31/05/2013;0;N;0;N;1947;30,8;;;Vente;Logement;81000;81;;0
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;136;C;32;D;1978;76,39;;;Vente;Logement;13700;13;;0
MÇthode Facture;;30/05/2013;215;D;36;E;1947;95;49,1809357;-0,3556702;Vente;Maison Individuelle;63910;63;Place de la RÇsistance (Parc) Caen;0,72
MÇthode Facture;;14/06/2013;208;D;6;B;1947;86,51;;;Vente;Logement;19100;19;;0
3CL - DPE;V2012;28/05/2013;0;N;0;N;1800;63;48,2318;4,707366;Location;Logement;10033;10;24 Rue Saint-maclou 10200 Bar-sur-Aube;0,96
MÇthode Facture;;29/04/2013;334;F;82;G;1947;185;45,337786;5,389744;Vente;Maison Individuelle;38490;38;Route de Plan 38590 Sillans;0,3
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;275;E;64;F;1948;68,9;;;Vente;Maison Individuelle;57310;57;;0
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;147;C;27;D;2001;118;;;Vente;Maison Individuelle;44580;44;;0
TROIS_CL_DPE;VERSION_2012;07/05/2013;227,48;D;9,75;B;2001;88;;;Vente;Maison Individuelle;35121;35;;0
FACTURE - DPE;V2012;16/05/2013;448,75;F;14,61;C;1948;109;48,227008;-1,002509;Vente;Maison Individuelle;53123;53;la Basse Abbaye 53380 JuvignÇ;0,94
MÇthode Facture;;14/05/2013;531;G;17;C;1947;118;;;Vente;Maison Individuelle;50390;50;;0
MÇthode 3CL;3CL-DPE, version 1.3;14/05/2013;230;D;11;C;2001;145;;;Vente;Maison Individuelle;01310;01;;0
3CL - DPE;V2012;07/05/2013;211,18;D;10,71;B;1976;96;42,628462;2,755159;Vente;Maison Individuelle;66210;66;4 Rue Marcel Pagnol 66300 Thuir;0,96
3CL - DPE;V2012;15/05/2013;272,03;E;13,95;C;2005;76,5;49,820485;1,410732;Vente;Maison Individuelle;76280;76;4b Rue des Patures 76660 FrÇauville;0,67
3CL - DPE;V2012;17/06/2013;161,73;D;48,52;E;1900;118;;;Vente;Maison Individuelle;04068;04;;0
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;448;F;26;D;1975;75;;;Vente;Maison Individuelle;79800;79;;0
MÇthode Facture;;22/05/2013;113;C;31;D;1947;76;;;Location;Logement;26300;26;;0
3CL - DPE;V2012;07/05/2013;0;N;0;N;1940;21;48,86019;2,347576;Vente;Logement;75056;75;13 Rue de la Ferronnerie 75001 Paris;0,96
FACTURE - DPE;V2012;15/05/2013;211,72;D;6,89;B;1948;210;49,292418;-0,65247;Vente;Maison Individuelle;14676;14;26 Rue de ChÇdeville 14400 Sommervieu;0,81
MÇthode 3CL;3CL-DPE, version 1.3;28/05/2013;287;E;14;C;1985;126,24;;;Vente;Maison Individuelle;07300;07;;0
3CL - DPE;V2012;16/05/2013;229,53;D;53,71;E;1970;57;48,772984;2,376765;Location;Logement;94081;94;45 Rue Eugene Derrien 94400 Vitry-sur-Seine;0,51
FACTURE - DPE;V2012;12/05/2013;49,09;N;1,6;N;1948;110;47,373372;-3,219448;Vente;Maison Individuelle;56241;56;Rue du Port Vihan 56360 Sauzon;0,94
MÇthode Facture;;06/06/2013;0;N;0;N;1947;82,17;;;Location;Logement;20000;2A;;0
MÇthode 3CL;3CL-DPE, version 1.3;27/05/2013;419;F;125;G;1948;87,25;;;Vente;Maison Individuelle;03120;03;;0
3CL - DPE;V2012;11/06/2013;247,36;E;12,25;C;2006;82;;;Location;Maison Individuelle;32020;32;;0
MÇthode Facture;;15/05/2013;211;D;31;D;1947;73,5;;;Vente;Logement;64000;64;;0
3CL - DPE;V2012;28/05/2013;261;E;13;C;2004;103,05;45,613706;6,82432;Vente;Maison Individuelle;73285;73;2 Rue des verneys 73700 SÇez;0,63
FACTURE - DPE;V2012;17/05/2013;100,72;C;23,57;D;1974;58;;;Vente;Logement;30939;30;;0
MÇthode Facture;;15/05/2013;399;F;12;C;1947;18,5;;;Vente;Logement;17000;17;;0
3CL - DPE;V2012;06/06/2013;0;N;0;N;1997;71;47,012755;3,146998;Vente;Logement;58303;58;4 Rue AndrÇ Malraux 58640 Varennes-Vauzelles;0,96
MÇthode 3CL;3CL-DPE, version 1.3;03/06/2013;388;F;90;G;1948;94;;;Vente;Logement;36000;36;;0
3CL - DPE;V2012;16/05/2013;143,34;C;4,67;A;1900;52;43,945563;4,812713;Vente;Logement;84007;84;23 Rue des Teinturiers 84000 Avignon;0,97
FACTURE - DPE;V2012;27/05/2013;147,41;C;6,92;B;2006;132,25;47,606042;0,699062;Neuf;Maison Individuelle;37149;37;lieu dit goulevent 37370 Marray;0,34
MÇthode 3CL;3CL-DPE, version 1.3;09/05/2013;430;F;25;D;1971;103;;;Vente;Maison Individuelle;59273;59;;0
3CL - DPE;V2012;18/05/2013;183,41;D;42,92;E;1850;176,28;47,593013;1,454862;Vente;Maison Individuelle;41104;41;276 Route de Chambord 41350 Huisseau-sur-Cosson;0,97
FACTURE - DPE;V2012;23/05/2013;236,85;E;69,87;F;1948;82;45,648055;0,746075;Vente;Maison Individuelle;24381;24;Lacourarie 24360 Saint-BarthÇlemy-de-Bussiäre;0,93
MÇthode Facture;;25/05/2013;0;N;0;N;1947;210;;;Vente;Maison Individuelle;71700;71;;0
3CL - DPE;V2012;11/07/2013;284,87;E;15,99;C;1980;119,23;42,689256;9,38021;Vente;Maison Individuelle;20029;2B;Lieu Dit Padulella 20253 Barbaggio;0,46
TROIS_CL_DPE;VERSION_2012;16/05/2013;146,07;C;34,18;D;1987;89,64;46,65941;-1,413073;Vente;Maison Individuelle;85191;85;15 Rue de cacäres 85000 La Roche-sur-Yon;0,97
MÇthode Facture;;06/06/2013;0;N;0;N;1947;42,6;;;Vente;Logement;82000;82;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;168;D;39;E;1979;101;;;Vente;Maison Individuelle;42390;42;;0
3CL - DPE;V2012;03/05/2013;140,96;C;32,98;D;1971;47,61;44,660323;-1,154308;Vente;Logement;33009;33;65 Boulevard de la Plage 33120 Arcachon;0,97
3CL - DPE;V2012;28/05/2013;174,31;D;40,79;E;2000;49,23;;;Vente;Logement;25056;25;;0
3CL - DPE;V2012;04/05/2013;118,17;C;18,54;C;1995;40,26;43,23068;5,999913;Vente;Logement;83017;83;Chemin de l?Escride 83210 Belgentier;0,48
TROIS_CL_DPE;VERSION_2012;17/05/2013;317,32;E;17,94;C;2006;89,28;48,303443;-3,954331;Vente;Maison Individuelle;29016;29;Le Bourg 29190 Brasparts;0,94
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;548;G;31;D;1978;49;;;Vente;Logement;74110;74;;0
FACTURE - DPE;V2012;06/05/2013;0;N;0;N;1948;160;49,907892;1,836011;Vente;Maison Individuelle;80709;80;8 Rue de Vergies 80140 Saint-Maulvis;0,94
TROIS_CL_DPE;VERSION_2012;17/05/2013;225,18;D;29,56;D;1970;250;47,876319;1,934039;Vente;Maison Individuelle;45286;45;15ter Route de Saint-Cyr-en-Val 45650 Saint-Jean-le-Blanc;0,88
3CL - DPE;V2012;13/05/2013;360,12;F;84,27;G;1974;65,6;48,963464;2,236612;Vente;Maison Individuelle;95018;95;191 Avenue du Marechal Joffre 95100 Argenteuil;0,89
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;379;F;113;G;1948;90;;;Vente;Maison Individuelle;78340;78;;0
3CL - DPE;V2012;26/05/2013;312;E;74;F;1960;91;48,347279;5,693484;Vente;Maison Individuelle;88321;88;5 Rue de la Maison Dieu 88300 NeufchÉteau;0,96
TROIS_CL_DPE;VERSION_2012;23/05/2013;354,9;F;70,96;F;1960;154,6;48,416861;7,608385;Vente;Maison Individuelle;67054;67;3 Rue de la Mayenne 67150 Bolsenheim;0,34
3CL - DPE;V2012;14/05/2013;377,86;F;75,64;F;0;138,61;45,678614;0,22957;Vente;Maison Individuelle;16291;16;6 Avenue des Anciens Combattants 16600 Ruelle-sur-Touvre;0,95
3CL - DPE;V2012;06/06/2013;356,99;F;137,08;G;1974;190,52;47,049093;5,415512;Location;Maison Individuelle;39526;39;8 Rue Rouget de Lisle 39500 Tavaux;0,95
MÇthode 3CL;3CL-DPE, version 1.3;11/06/2013;395;F;20;C;1983;90;;;Location;Maison Individuelle;09300;09;;0
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;359;F;22;D;1948;98,55;;;Vente;Maison Individuelle;61290;61;;0
3CL - DPE;V2012;15/04/2013;296,59;E;15,16;C;1985;49,85;43,59491;1,429178;Location;Logement;31555;31;116 Rue de Cugnaux 31300 Toulouse;0,99
MÇthode Facture;;22/05/2013;353;F;11;C;1947;105;47,551289;7,387989;Vente;Maison Individuelle;68220;68;24 Rue du Gersbach 68640 Muespach;0,36
3CL - DPE;V2012;24/06/2013;504;G;29;D;1974;41;44,503693;1,185015;Location;Logement;46225;46;20 Avenue du Colonel Pardes 46220 Prayssac;0,77
3CL - DPE;V2012;05/06/2013;0;N;0;N;1900;65;48,314109;3,04316;Vente;Maison Individuelle;89460;89;21 Route de Blanche 89340 Villeneuve-la-Guyard;0,51
TROIS_CL_DPE;VERSION_2012;23/05/2013;302,68;E;16,85;C;1987;87;47,500522;-0,317705;Vente;Maison Individuelle;49019;49;5 Rue des Mimosas 49800 Loire-Authion;0,96
FACTURE;VERSION_2012;23/05/2013;0;A;0;A;1900;70;;;Location;Maison Individuelle;51050;51;;0
