"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2475T0212181K","2024-01-19","2024-01-18","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture",,,"E","B",288.8,8,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,40.2,100,,"40 rue de Clery","Paris","75102","40","75102_2110_00040","40 Rue de Cléry 75002 Paris","75002",0.67,"Rue de Cléry",652086.36,6863320.21,75002,0,,"24/01/15Amias2313",,"Rez-de-chaussee","adresse géocodée ban à l'adresse","PARIS 02, France","75","11",5555.3,12777.3,"Électricité","périmètre de l'usage inconnu",1611.7,2024,,,,,,,,,,,,
"2458T0198937J","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,41.3,100,,"2, Route de Cosne","Saint-Amand-en-Puisaye","58227","2","58227_0310_00002","2 Route de Cosne 58310 Saint-Amand-en-Puisaye","58310",0.53,"Route de Cosne",705516.04,6714350.67,58310,0,,"580100688",,,"adresse géocodée ban à l'adresse","ST AMAND EN PUISAYE","58","27",,,,,,,,,,,,,,,,,,
"2449T0195405E","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,37.4,100,,"4 route de Brissac","Mûrs-Erigné","49223","4","49223_0025_00004","4 Route de Brissac 49610 Mûrs-Erigné","49610",0.57,"Route de Brissac",434169.98,6706390.22,49610,0,,"24/IMO/0384",,"Rez-de-chaussée ( entrée indépendante)","adresse géocodée ban à l'adresse","MURS ERIGNE","49","52",,,,,,,,,,,,,,,,,,
"2433T0232895M","2024-01-22","2024-01-21","2023-11-08","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",35,1800,100,,"Zone De Frêt, Rue Henri Delattre,","Bruges","33075",,"33075_0171","Rue Henri Delattre 33520 Bruges","33520",0.47,,415414.02,6427684.03,33520,0,,"52409-1",,,"adresse géocodée ban à l'adresse","BRUGES","33","75",,,,,,,,,,,,,,,,,,
"2439T0207721M","2024-01-19","2024-01-18","2024-01-09","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,50.8,100,,"86 AVENUE DE LA REPUBLIQUE","Champagnole","39097","86","39097_0340_00086","86 Avenue de la République 39300 Champagnole","39300",0.64,"Avenue de la République",922180.17,6631128.24,39300,0,,"2023-12-040",,,"adresse géocodée ban à l'adresse","CHAMPAGNOLE","39","27",,,,,,,,,,,,,,,,,,
"2485T0190316V","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,1997,,"1989-2000","M : Magasins de vente, centres commerciaux",2,291.7,320.9,,"1 bis rue de la Garenne","Moutiers-les-Mauxfaits","85156","1bis","85156_0103_00001_bis","1bis Rue de la Garenne 85540 Moutiers-les-Mauxfaits","85540",0.82,"Rue de la Garenne",360809.51,6609213.84,85540,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","MOUTIERS LES MAUXFAITS","85","52",,,,,,,,,,,,,,,,,,
"2438T0227805X","2024-01-22","2024-01-21","2023-09-20","DPE 2006 tertiaire et ERP","2338T4009393O","2034-01-20",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"B","A",57,1.6,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,116.1,100,,"59 rue de Stalingrad","Grenoble","38185","59","38185_6430_00059","59 Rue de Stalingrad 38100 Grenoble","38100",0.79,"Rue de Stalingrad",914110.18,6456793.97,38100,0,,"INDIVISION LANVIN LESPIAUX.23.09.018",,"Etage RDC; Porte Droite","adresse géocodée ban à l'adresse","GRENOBLE","38","84",3166,7281.8,"Électricité","périmètre de l'usage inconnu",879.7,2024,,,,,,,,,,,,
"2471T0210869U","2024-01-19","2024-01-18","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,159,100,,"16 Place de l'Hôtel de Ville","Paray-le-Monial","71342","16","71342_0440_00016","16 Place de l'Hôtel de Ville 71600 Paray-le-Monial","71600",0.55,"Place de l'Hôtel de Ville",786008.59,6595318.96,71600,0,,"24VILLECOURT41",,,"adresse géocodée ban à l'adresse","PARAY LE MONIAL, France","71","27",,,,,,,,,,,,,,,,,,
"2451T0205399Q","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture",,,"C","B",161.3,4.5,,"5ème Catégorie","1989-2000","M : Magasins de vente, centres commerciaux",0,1150,100,,"4 Rue de la Jouette","Vitry-le-François","51649","4","51649_1030_00004","4 Rue de la Jouette 51300 Vitry-le-François","51300",0.61,"Rue de la Jouette",817540.21,6848336.35,51300,0,,"61056-SCI MEDHI IMMOBILIERE-VITRY-LE-FRANÇOIS",,,"adresse géocodée ban à l'adresse","VITRY-LE-FRANÇOIS","51","44",88700,204010,"Électricité","périmètre de l'usage inconnu",25729,2023,,,,,,,,,,,,
"2426T0177151F","2024-01-17","2024-01-16","2024-01-10","DPE 2006 tertiaire et ERP","2426T0118626G","2034-01-15",2.3,,"dpe tertiaire facture",,,"G","D",1487.4,41.4,,"5ème Catégorie","2006-2012","M : Magasins de vente, centres commerciaux",0,253,100,,"8, Rue Marius Chatte","Chabeuil","26064","2","26064_0180_00002","2 Rue Marius Chatte 26120 Chabeuil","26120",0.5,"Rue Marius Chatte",858643.53,6424556.24,26120,0,,"SER/24/IMO/15051/FER",,,"adresse géocodée ban à l'adresse","CHABEUIL","26","84",179973,413937.9,"Électricité","périmètre de l'usage inconnu",52205,2023,,,,,,,,,,,,
"2480T0171471V","2024-01-16","2024-01-15","2024-01-07","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,133.9,100,,"66/68 CHAUSSEE DU BOIS
Local Commercial","Abbeville","80001","68","80001_0210_00068","68 Chaussée du Bois 80100 Abbeville","80100",0.67,"Chaussée du Bois",616842.82,7001751.76,80100,0,,"3045-LAHAYE-2024-COMMERCE",,,"adresse géocodée ban à l'adresse","ABBEVILLE","80","32",,,,,,,,,,,,,,,,,,
"2444T0159255P","2024-01-16","2024-01-15","2023-12-20","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,59.4,100,,"11 Place de la Motte","Châteaubriant","44036","11","44036_1000_00011","11 Place de la Motte 44110 Châteaubriant","44110",0.57,"Place de la Motte",371953.41,6744376.12,44110,0,,"4402230913_p02",,"Etage RDC Droite","adresse géocodée ban à l'adresse","CHATEAUBRIANT","44","52",,,,,,,,,,,,,,,,,,
"2406T0179036Y","2024-01-17","2024-01-16","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"D","B",188.5,5.2,1948,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",500,,38.4,,"21 rue Felix Faure","Cannes","06029","21","06029_g2db6p_00021","21 Cours Félix Faure 06400 Cannes","06400",0.65,"Cours Félix Faure",1024250.3,6280765.54,6400,0,,,,,"adresse non géocodée ban car aucune correspondance trouvée","CANNES","06","93",3145,7233.5,"Électricité","périmètre de l'usage inconnu",599.3,2023,,,,,,,,,,,,
"2438T0209839X","2024-01-19","2024-01-18","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,34.2,100,,"84 rue de la République","Saint-Jean-de-Bournay","38399","84","38399_0300_00084","84 Rue de la République 38440 Saint-Jean-de-Bournay","38440",0.61,"Rue de la République",867014.46,6491482.38,38440,0,,"2024-01-3018-GALIFFET",,"RDC","adresse géocodée ban à l'adresse","ST JEAN DE BOURNAY","38","84",,,,,,,,,,,,,,,,,,
"2433T0190842B","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1983-1988","M : Magasins de vente, centres commerciaux",0,28.9,100,,"240-242 Bd de la Côte d'Argent","Arcachon","33009","242","33009_0410_00242","242 Boulevard Cote dâ€ Argent 33120 Arcachon","33120",0.69,"Boulevard Cote dâ€ Argent",366980.76,6402393.41,33120,0,,"2401_02_027422",,,"adresse géocodée ban à l'adresse","ARCACHON","33","75",,,,,,,,,,,,,,,,,,
"2406T0239073B","2024-01-22","2024-01-21","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,470.5,100,,"13 Boulevard Raymond Poincare","Antibes","06004","13","06004_2890_00013","13 Boulevard Raymond Poincaré 06160 Antibes","06160",0.75,"Boulevard Raymond Poincaré",1032000.98,6283357.77,6160,0,,"24/BRI/2506",,,"adresse géocodée ban à l'adresse","ANTIBES, France","06","93",,,,,,,,,,,,,,,,,,
"2405T0209227C","2024-01-19","2024-01-18","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"E","B",340.2,9.5,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,45.8,100,,"Bat. Magasin Bleu Marine
55 Grd Rue","Briançon","05023","55","05023_0400_00055","55 Grande Rue 05100 Briançon","05100",0.62,"Grande Rue",987493.22,6428790.55,5100,0,,"RA240119575",,,"adresse géocodée ban à l'adresse","BRIANCON","05","93",7443,17118.9,"Électricité","périmètre de l'usage inconnu",1385,2023,,,,,,,,,,,,
"2463T0202918R","2024-01-18","2024-01-17","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","A",103.2,2.9,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",1,18,100,,"4 Rue de la Boucherie","Lezoux","63195","4","63195_0130_00004","4 Rue de la Boucherie 63190 Lezoux","63190",0.49,"Rue de la Boucherie",729467.88,6525400.04,63190,0,,"YAS1347_p01",,"Etage RDC","adresse géocodée ban à l'adresse","LEZOUX","63","84",888,2042.4,"Électricité","périmètre de l'usage inconnu",258,2023,,,,,,,,,,,,
"2406T0163060M","2024-01-16","2024-01-15","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,32.5,100,,"8 rue des Michels","Le Cannet","06030","8","06030_0980_00008","8 Rue des Michels 06110 Le Cannet","06110",0.97,"Rue des Michels",1024467.77,6283401.54,6110,0,,"DIA-PTR03-2401-008",,"Etage : RDC","adresse non géocodée ban car aucune correspondance trouvée","LE CANNET","06","93",,,,,,,,,,,,,,,,,,
"2495T0193102J","2024-01-18","2024-01-17","2024-01-04","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,103.4,100,,"CENTRE COMMERCIAL LES 4 TULIPES
LOCAL 30","Montigny-lès-Cormeilles","95424",,"95424_0260","Rue des Cordes 95370 Montigny-lès-Cormeilles","95370",0.59,"Rue des Cordes",640196.47,6876330.56,95370,0,,"24-01-07 18338",,"Etage : Rdc","adresse géocodée ban à l'adresse","MONTIGNY LES CORMEILLES","95","11",,,,,,,,,,,,,,,,,,
"2413T0169982Z","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","A",142.8,4,1870,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,29.4,100,"Électricité","72 RUE BRETEUIL","Marseille","13206","72","13206_1449_00072","72 Rue breteuil 13006 Marseille","13006",0.74,"Rue breteuil",892980.68,6246097.33,13006,0,,"24/IMO/0098",,"Etage RDC","adresse géocodée ban à l'adresse","MARSEILLE 06","13","93",2004,4609.2,"Électricité","Chauffage",581,2023,,,,,,,,,,,,
"2414T0222160W","2024-01-20","2024-01-19","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-18",2.3,,"dpe tertiaire facture",,,"C","A",110.2,3.1,,"5ème Catégorie","2001-2005","M : Magasins de vente, centres commerciaux",0,185,100,,"6 RUE DE CARDONVILLE","Thue et Mue","14098","6","14098_0040_00006","6 Rue de Cardonville 14740 Thue et Mue","14740",0.51,"Rue de Cardonville",443522.75,6906764.7,14740,0,,"2024-01-058",,,"adresse géocodée ban à l'adresse","BRETTEVILLE L'ORGUEILLEUSE","14","28",9753,22431.9,"Électricité","périmètre de l'usage inconnu",1051.3,2022,,,,,,,,,,,,
"2479T0196053G","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,47.9,100,,"196 Avenue Saint Jean d'Angely","Niort","79191","196","79191_5000_00196","196 Avenue Saint Jean d’Angely 79000 Niort","79000",0.98,"Avenue Saint Jean d’Angely",433388.31,6585126.76,79000,0,,"002ER824277",,,"adresse non géocodée ban car aucune correspondance trouvée","NIORT","79","75",,,,,,,,,,,,,,,,,,
"2413T0222407I","2024-01-20","2024-01-19","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-18",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,74.2,100,,"54 Boulevard Edouard Herriot","Marseille","13208","152","13208_4774_00152","152 Rue jean mermoz 13008 Marseille","13008",0.73,"Rue jean mermoz",893854.81,6244312.87,13008,0,,"2401/IMMO/3006",,"RDC","adresse géocodée ban à l'adresse","MARSEILLE 08","13","93",,,,,,,,,,,,,,,,,,
"2463T0231139C","2024-01-22","2024-01-21","2024-01-09","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","E",179.7,53.3,1969,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",1,91.7,100,,"4 Rue sous l'Eglise","Saint-Anthème","63319","4","63319_0185_00004","4 Rue sous l'Eglise 63660 Saint-Anthème","63660",0.42,"Rue sous l'Eglise",771598.37,6492400.19,63660,0,,"2024-01-Botella local commercial-St Antheme",,"Etage : rdc ;","adresse géocodée ban à l'adresse","SAINT-ANTHÈME","63","84",16450.5,16450.5,"Fioul domestique","périmètre de l'usage inconnu",1504,2023,730,1679,"Électricité","périmètre de l'usage inconnu",211.7,2023,,,,,,
"2475T0168610P","2024-01-16","2024-01-15","2024-01-11","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"F","C",468.5,13,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,232,100,,"11, Rue Bachaumont","Paris","75102","11","75102_0622_00011","11 Rue Bachaumont 75002 Paris","75002",0.61,"Rue Bachaumont",651994.74,6863082.33,75002,0,,"2024-01-1843",,"Rez de chaussée gauche - STE MANOUSH","adresse géocodée ban à l'adresse","PARIS 02","75","11",51988,119572.4,"Électricité","périmètre de l'usage inconnu",15080,2024,,,,,,,,,,,,
"2394T4538305M","2024-01-18","2023-06-13","2023-06-13","DPE 2006 tertiaire et ERP",,"2033-06-12",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,1948,,"avant 1948","M : Magasins de vente, centres commerciaux",4,57.1,62.8,,"31 Rue Du 11 Novembre 1918","Orly","94054","31","94054_6950_00031","31 Rue du 11 Novembre 1918 94310 Orly","94310",0.96,"Rue du 11 Novembre 1918",656002.07,6849311.49,94310,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","ORLY","94","11",,,,,,,,,,,,,,,,,,
"2413T0225027C","2024-01-21","2024-01-20","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-19",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,101.3,100,,"143 RUE DE ROME","Marseille","13206","143","13206_8024_00143","143 Rue de rome 13006 Marseille","13006",0.72,"Rue de rome",893407.68,6246254.34,13006,0,,"2401/039",,,"adresse géocodée ban à l'adresse","MARSEILLE 06","13","93",,,,,,,,,,,,,,,,,,
"2433T0183754L","2024-01-17","2024-01-16","2024-01-10","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,84,100,,"6 Avenue de la Libération","Martignas-sur-Jalle","33273","6","33273_0113_00006","6 Avenue de la Libération 33127 Martignas-sur-Jalle","33127",0.52,"Avenue de la Libération",401710,6422797.32,33127,0,,"24/01/ABAD/2769",,,"adresse géocodée ban à l'adresse","MARTIGNAS-SUR-JALLE","33","75",,,,,,,,,,,,,,,,,,
"2491T0201254T","2024-01-18","2024-01-17","2024-01-11","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1978-1982","M : Magasins de vente, centres commerciaux",0,35.3,100,,"Place Normandie Niémen","Mennecy","91386",,"91386_0906","Place Normandie Niemen 91540 Mennecy","91540",0.48,"Place Normandie Niemen",657968.22,6828299.77,91540,0,,"24/IMO/1124",,,"adresse géocodée ban à l'adresse","MENNECY","91","11",,,,,,,,,,,,,,,,,,
"2459T0177496T","2024-01-17","2024-01-16","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,65,100,,"7 RUE DU GENERAL DE GAULLE 
LOCAL COMMERCIAL N°7","Auby","59028","7","59028_0364_00007","7 Rue du General de Gaulle 59950 Auby","59950",0.57,"Rue du General de Gaulle",703792.53,7035184.69,59950,0,,"DE16021/16-01-24/G12/CTH",,,"adresse géocodée ban à l'adresse","AUBY","59","32",,,,,,,,,,,,,,,,,,
"2413T0183913U","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",187.9,5.2,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,73.6,100,,"27 rue Emile Zola","Marseille","13209","27","13209_3119_00027","27 Rue emile zola 13009 Marseille","13009",0.74,"Rue emile zola",895083.1,6241662.51,13009,0,,"BONNEL/CT_241616/OMA",,"Etage RDC","adresse géocodée ban à l'adresse","MARSEILLE 09","13","93",6612,15207.6,"Électricité","périmètre de l'usage inconnu",1092,2023,,,,,,,,,,,,
"2401T0217012J","2024-01-19","2024-01-18","2023-10-11","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1983-1988","M : Magasins de vente, centres commerciaux",0,800.2,100,,"128A Rue Louis Lépine","Viriat","01451","128a","01451_0137_00128_a","128a Rue Louis Lepine 01440 Viriat","01440",0.52,"Rue Louis Lepine",869910.14,6571641.75,1440,0,,"DVX-230007",,,"adresse géocodée ban à l'adresse","VIRIAT","01","84",,,,,,,,,,,,,,,,,,
"2442T0213657X","2024-01-19","2024-01-18","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,77.3,100,,"4 RUE PAUL LANGEVIN","La Ricamarie","42183","4","42183_0610_00004","4 Rue Paul Langevin 42150 La Ricamarie","42150",0.58,"Rue Paul Langevin",806957.82,6479196.62,42150,0,,"24/IMO/OGF/017",,"Ce bien fait partie d'une copropriété","adresse géocodée ban à l'adresse","LA RICAMARIE","42","84",,,,,,,,,,,,,,,,,,
"2444T0197223X","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,24.2,100,,"83 grande rue","La Chevrolière","44041",,"44041_0250","Grand Rue 44118 La Chevrolière","44118",0.6,"Grand Rue",350393.3,6675856.26,44118,0,,"2024.01.17.4740.BONNE",,,"adresse géocodée ban à l'adresse","LA CHEVROLIERE","44","52",,,,,,,,,,,,,,,,,,
"2491T0175914D","2024-01-17","2024-01-16","2024-01-10","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"B","A",60.6,1.7,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,71.2,100,,"9 RUE GAMBETTA 
N°GAGI 853","Arpajon","91021","9","91021_0500_00009","9 Rue Gambetta 91290 Arpajon","91290",0.56,"Rue Gambetta",644776.16,6832228.53,91290,0,,"2024-01-117",,,"adresse géocodée ban à l'adresse","ARPAJON","91","11",2063,4744.9,"Électricité","périmètre de l'usage inconnu",598,2023,,,,,,,,,,,,
"2483T0180559M","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"B","A",73,3,1980,,"1978-1982","M : Magasins de vente, centres commerciaux",5,134.1,134.1,"Électricité","5 avenue des Ilaires - Résidence le Santa Cruz","Le Lavandou","83070",,"83070_0380","Avenue des Ilaires 83980 Le Lavandou","83980",0.52,"Avenue des Ilaires",973578.37,6232395.61,83980,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","LE LAVANDOU","83","93",1498,3445,"Électricité","Eau Chaude sanitaire",349,2024,1498,3445,"Électricité","Eclairage",349,2024,1498,3445,"Électricité","Eau Chaude sanitaire",349,2023
"2413T0212309Y","2024-01-19","2024-01-18","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture",,,"C","A",107,3,,"5ème Catégorie","1989-2000","M : Magasins de vente, centres commerciaux",0,483.6,100,,"64, RD 568","Le Rove","13088","64","13088_5718_00064","64 Route N 568 13740 Le Rove","13740",0.55,"Route N 568",882567.17,6254732.9,13740,0,,"24OGE18019452",,,"adresse géocodée ban à l'adresse","LE ROVE","13","93",24742,56906.6,"Électricité","périmètre de l'usage inconnu",7177,2024,,,,,,,,,,,,
"2403T0198025E","2024-01-18","2024-01-17","2024-01-09","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","2013-2021","M : Magasins de vente, centres commerciaux",0,170,100,,"8 place Anne de France","Moulins","03190",,"03190_0135","Place Anne de France 03000 Moulins","03000",0.54,"Place Anne de France",725313.33,6607357.14,3000,0,,"LF-24-01-00158",,,"adresse géocodée ban à l'adresse","MOULINS","03","84",,,,,,,,,,,,,,,,,,
